freq	prev	p.freq	p.prev	p	contaminant
1.3668557856181678e-4	20	NA	0.021654071405395985	0.021654071405395985	TRUE
6.041669206794059e-4	30	NA	0.021909896401337413	0.021909896401337413	TRUE
5.9901754349220785e-5	30	NA	0.06528500905786812	0.06528500905786812	TRUE
1.1223936450144506e-6	5	NA	0.007006539729293791	0.007006539729293791	TRUE
4.1031422647249766e-5	13	NA	0.009813697629157084	0.009813697629157084	TRUE
2.4074565764495816e-6	5	NA	0.007006539729293791	0.007006539729293791	TRUE
2.7321525348477e-5	9	NA	0.0038882970610302284	0.0038882970610302284	TRUE
5.971691746533611e-6	12	NA	0.005340960099299311	0.005340960099299311	TRUE
2.2386228034739985e-5	9	NA	0.0038882970610302284	0.0038882970610302284	TRUE
4.996174817370332e-6	13	NA	0.009813697629157084	0.009813697629157084	TRUE
2.3947819773342246e-5	33	NA	0.018428547887539577	0.018428547887539577	TRUE
1.1109643991303531e-5	13	NA	0.009813697629157084	0.009813697629157084	TRUE
4.830169585421561e-5	10	NA	9.573353969610031e-5	9.573353969610031e-5	TRUE
1.0667724843380087e-5	16	NA	0.010343140253677326	0.010343140253677326	TRUE
7.795347327681004e-6	10	NA	9.573353969610031e-5	9.573353969610031e-5	TRUE
2.376928888211937e-5	13	NA	0.0016947066782197718	0.0016947066782197718	TRUE
2.0602810994604728e-5	13	NA	0.0413377973819298	0.0413377973819298	TRUE
1.3645048928821609e-5	7	NA	4.449116320083019e-4	4.449116320083019e-4	TRUE
4.343120073598091e-5	12	NA	0.026264648286853993	0.026264648286853993	TRUE
2.2261480459192982e-5	19	NA	0.03656885320034923	0.03656885320034923	TRUE
9.219084323755228e-6	28	NA	0.09924574478464576	0.09924574478464576	TRUE
1.1787706994625398e-5	15	NA	0.006106234714668229	0.006106234714668229	TRUE
1.0157764793359559e-4	13	NA	0.009813697629157084	0.009813697629157084	TRUE
1.2750381273755115e-6	5	NA	0.007006539729293791	0.007006539729293791	TRUE
3.2883570242302614e-6	16	NA	0.03955163473494536	0.03955163473494536	TRUE
1.3731711245244078e-4	8	NA	0.0015200361424047549	0.0015200361424047549	TRUE
2.6069403134767327e-4	26	NA	0.01760250165846421	0.01760250165846421	TRUE
0.002268783061526447	34	NA	0.07179598195763877	0.07179598195763877	TRUE
1.1754449057402304e-4	36	NA	8.820571509632525e-4	8.820571509632525e-4	TRUE
4.6111927021707735e-5	15	NA	0.026349227845489584	0.026349227845489584	TRUE
1.64262863102511e-5	11	NA	0.064032944721426	0.064032944721426	TRUE
2.019971238743166e-5	18	NA	0.0781217881218583	0.0781217881218583	TRUE
1.4864383394504257e-5	15	NA	0.026349227845489584	0.026349227845489584	TRUE
1.5503365412275735e-5	15	NA	0.026349227845489584	0.026349227845489584	TRUE
1.414576772055541e-5	12	NA	0.005340960099299311	0.005340960099299311	TRUE
1.6687728776126043e-5	25	NA	0.011705298080558351	0.011705298080558351	TRUE
2.9831248920498315e-5	22	NA	0.012874428706579037	0.012874428706579037	TRUE
6.538817816534333e-6	15	NA	0.006106234714668229	0.006106234714668229	TRUE
1.9202419779880422e-4	31	NA	0.030567713974318414	0.030567713974318414	TRUE
4.657545296511651e-5	35	NA	0.034709537499681954	0.034709537499681954	TRUE
3.331693355358217e-5	35	NA	0.0915121784756896	0.0915121784756896	TRUE
1.4546896566115352e-5	21	NA	0.03268489464664166	0.03268489464664166	TRUE
2.1110568548154804e-5	24	NA	0.029206656732194164	0.029206656732194164	TRUE
5.0074008688338916e-5	28	NA	0.03591407816048411	0.03591407816048411	TRUE
1.7058906471397694e-5	25	NA	0.04151821968877912	0.04151821968877912	TRUE
1.8165254411703225e-5	14	NA	0.0033594099642574723	0.0033594099642574723	TRUE
4.217758204076134e-6	11	NA	0.015473706448404883	0.015473706448404883	TRUE
7.831227576542324e-5	24	NA	0.029206656732194164	0.029206656732194164	TRUE
1.1992200927535462e-4	20	NA	8.744329627104652e-5	8.744329627104652e-5	TRUE
1.1974478498986735e-5	17	NA	0.0037165303207085726	0.0037165303207085726	TRUE
2.1006858897704724e-5	33	NA	0.055221644297743074	0.055221644297743074	TRUE
6.159941110799565e-6	18	NA	0.00630799212128768	0.00630799212128768	TRUE
7.128220001908298e-4	28	NA	0.002335452871484995	0.002335452871484995	TRUE
2.6394550126991975e-6	10	NA	0.0011199970924140688	0.0011199970924140688	TRUE
1.2184677139654558e-5	16	NA	0.0020576360885039215	0.0020576360885039215	TRUE
2.4081257852295376e-6	7	NA	0.036751044231548374	0.036751044231548374	TRUE
2.795051489521198e-5	17	NA	6.372639459028564e-4	6.372639459028564e-4	TRUE
3.8110236230398235e-6	11	NA	0.064032944721426	0.064032944721426	TRUE
1.0193080485635052e-5	16	NA	0.03955163473494536	0.03955163473494536	TRUE
2.6405646172626046e-5	15	NA	0.026349227845489584	0.026349227845489584	TRUE
6.263919504290408e-5	11	NA	0.015473706448404883	0.015473706448404883	TRUE
2.8758889510962756e-6	11	NA	0.064032944721426	0.064032944721426	TRUE
5.274496950069036e-6	16	NA	0.03955163473494536	0.03955163473494536	TRUE
5.8893823560612395e-6	9	NA	0.0038882970610302284	0.0038882970610302284	TRUE
7.619136804419056e-6	8	NA	0.0015200361424047549	0.0015200361424047549	TRUE
4.421673444192409e-6	7	NA	4.449116320083019e-4	4.449116320083019e-4	TRUE
1.1807337199090206e-5	13	NA	0.009813697629157084	0.009813697629157084	TRUE
1.0479755097249943e-5	14	NA	0.06122565028238604	0.06122565028238604	TRUE
1.1908764611832582e-5	14	NA	0.06122565028238604	0.06122565028238604	TRUE
6.530253405972238e-5	14	NA	0.01662003734850579	0.01662003734850579	TRUE
8.171525684563363e-5	9	NA	0.0038882970610302284	0.0038882970610302284	TRUE
8.925221520431774e-6	16	NA	0.03955163473494536	0.03955163473494536	TRUE
6.696931063758681e-6	15	NA	0.006106234714668229	0.006106234714668229	TRUE
5.422625188423074e-6	13	NA	0.0413377973819298	0.0413377973819298	TRUE
4.37369356446476e-6	7	NA	4.449116320083019e-4	4.449116320083019e-4	TRUE
3.751216968614973e-6	15	NA	0.026349227845489584	0.026349227845489584	TRUE
3.7842498534667164e-6	14	NA	0.01662003734850579	0.01662003734850579	TRUE
5.729884159607802e-6	18	NA	0.0781217881218583	0.0781217881218583	TRUE
4.7115722803986765e-6	11	NA	0.064032944721426	0.064032944721426	TRUE
1.8846014611004e-6	9	NA	0.0038882970610302284	0.0038882970610302284	TRUE
4.585176511007071e-4	56	NA	0.05172562543185705	0.05172562543185705	TRUE
2.1413726591950276e-6	10	NA	0.040979568975648265	0.040979568975648265	TRUE
0.001464232417596009	32	NA	0.04156932759540914	0.04156932759540914	TRUE
1.545548025308074e-5	20	NA	0.07445733658938283	0.07445733658938283	TRUE
3.206132041201011e-5	26	NA	0.05711135234430883	0.05711135234430883	TRUE
1.3274711113510015e-6	7	NA	0.036751044231548374	0.036751044231548374	TRUE
1.9424701377613746e-6	9	NA	0.024005597082517975	0.024005597082517975	TRUE
6.210744700242651e-6	16	NA	0.03955163473494536	0.03955163473494536	TRUE
9.8048108427525e-5	38	NA	0.07673833580893533	0.07673833580893533	TRUE
4.028170290196449e-5	45	NA	0.007403054563674216	0.007403054563674216	TRUE
6.931594308009527e-5	41	NA	0.06350044443711542	0.06350044443711542	TRUE
6.991040017271278e-5	35	NA	0.0915121784756896	0.0915121784756896	TRUE
3.6565045285070267e-6	12	NA	0.026264648286853993	0.026264648286853993	TRUE
1.4706568000955838e-5	12	NA	0.005340960099299311	0.005340960099299311	TRUE
6.34277315024207e-5	24	NA	0.08821242440418735	0.08821242440418735	TRUE
1.7086757164695653e-4	39	NA	0.0964459704624045	0.0964459704624045	TRUE
9.204156082965471e-5	30	NA	0.06528500905786812	0.06528500905786812	TRUE
7.285231177109119e-5	56	NA	0.05172562543185705	0.05172562543185705	TRUE
4.354419164666939e-6	7	NA	4.449116320083019e-4	4.449116320083019e-4	TRUE
1.9604791123487762e-5	23	NA	0.06563450253097484	0.06563450253097484	TRUE
1.3456624228860078e-5	18	NA	0.00630799212128768	0.00630799212128768	TRUE
3.0388245645928536e-5	27	NA	0.07628636558585265	0.07628636558585265	TRUE
3.016023950350376e-5	31	NA	0.008849590003636791	0.008849590003636791	TRUE
2.804555158311768e-5	27	NA	0.025547217588574242	0.025547217588574242	TRUE
2.8985775414905924e-5	42	NA	0.009653716957810143	0.009653716957810143	TRUE
7.89756100323218e-5	25	NA	0.04151821968877912	0.04151821968877912	TRUE
4.215704786224755e-6	11	NA	0.015473706448404883	0.015473706448404883	TRUE
2.022509753423472e-5	26	NA	0.01760250165846421	0.01760250165846421	TRUE
1.5165957099832204e-5	24	NA	0.08821242440418735	0.08821242440418735	TRUE
7.052340937984311e-5	27	NA	0.025547217588574242	0.025547217588574242	TRUE
4.7322466534380625e-5	23	NA	0.019800530228302103	0.019800530228302103	TRUE
1.1817451580297843e-5	25	NA	0.011705298080558351	0.011705298080558351	TRUE
9.281558628742253e-6	17	NA	0.056694139600783275	0.056694139600783275	TRUE
5.34700475211644e-6	19	NA	0.010155052575053693	0.010155052575053693	TRUE
3.364832509289155e-5	28	NA	0.09924574478464576	0.09924574478464576	TRUE
4.639901412932578e-5	31	NA	0.030567713974318414	0.030567713974318414	TRUE
2.982766857895947e-5	26	NA	0.01760250165846421	0.01760250165846421	TRUE
2.183004259435973e-5	22	NA	0.047214458190036994	0.047214458190036994	TRUE
4.998914818219994e-5	25	NA	0.011705298080558351	0.011705298080558351	TRUE
1.4909649120011126e-5	24	NA	0.029206656732194164	0.029206656732194164	TRUE
3.166899050626362e-5	25	NA	0.04151821968877912	0.04151821968877912	TRUE
2.1361079331734207e-6	7	NA	0.036751044231548374	0.036751044231548374	TRUE
1.139303101893188e-6	6	NA	0.09808239134454161	0.09808239134454161	TRUE
2.6412129638598294e-6	9	NA	0.09836775966194591	0.09836775966194591	TRUE
1.4401251087346983e-4	41	NA	0.06350044443711542	0.06350044443711542	TRUE
7.369907484295993e-5	39	NA	0.0964459704624045	0.0964459704624045	TRUE
4.34717723868788e-6	16	NA	0.03955163473494536	0.03955163473494536	TRUE
2.363972243833194e-4	13	NA	0.0413377973819298	0.0413377973819298	TRUE
5.2061090888576335e-6	11	NA	0.064032944721426	0.064032944721426	TRUE
0.006506780334557627	33	NA	0.0010716464195636157	0.0010716464195636157	TRUE
1.3018190991331133e-4	59	NA	1.368446061055311e-4	1.368446061055311e-4	TRUE
1.8159933558856457e-5	18	NA	0.0781217881218583	0.0781217881218583	TRUE
2.221101957565879e-5	21	NA	0.03268489464664166	0.03268489464664166	TRUE
4.895610400056028e-5	31	NA	0.08484859282115319	0.08484859282115319	TRUE
0.0025343572420069176	54	NA	0.01025658363638449	0.01025658363638449	TRUE
5.957579741005043e-4	41	NA	5.35792433112053e-5	5.35792433112053e-5	TRUE
2.5432207769810657e-5	27	NA	0.025547217588574242	0.025547217588574242	TRUE
7.05152976795189e-6	12	NA	0.026264648286853993	0.026264648286853993	TRUE
2.3702794206742016e-5	38	NA	0.07673833580893533	0.07673833580893533	TRUE
2.1171952630929308e-5	28	NA	0.09924574478464576	0.09924574478464576	TRUE
9.996394709227955e-5	28	NA	0.03591407816048411	0.03591407816048411	TRUE
1.662558175063196e-5	10	NA	0.00827513961379285	0.00827513961379285	TRUE
2.1227531485098077e-5	28	NA	0.09924574478464576	0.09924574478464576	TRUE
2.4109868357790392e-4	32	NA	0.04156932759540914	0.04156932759540914	TRUE
9.209479333623179e-6	16	NA	0.03955163473494536	0.03955163473494536	TRUE
1.5185752806983626e-4	63	NA	0.03642733815158079	0.03642733815158079	TRUE
8.42559206708509e-6	18	NA	0.0781217881218583	0.0781217881218583	TRUE
2.204135793482591e-6	7	NA	4.449116320083019e-4	4.449116320083019e-4	TRUE
6.001674911566976e-6	16	NA	0.03955163473494536	0.03955163473494536	TRUE
1.3189339643519305e-5	31	NA	0.08484859282115319	0.08484859282115319	TRUE
1.6016362638836922e-5	25	NA	0.04151821968877912	0.04151821968877912	TRUE
1.2913771758132701e-5	14	NA	0.06122565028238604	0.06122565028238604	TRUE
8.210682589754015e-6	17	NA	0.016521400394158392	0.016521400394158392	TRUE
1.7814083300366275e-5	38	NA	0.07673833580893533	0.07673833580893533	TRUE
5.763725994039741e-5	64	NA	0.04609679818286967	0.04609679818286967	TRUE
1.109544877019793e-5	28	NA	0.09924574478464576	0.09924574478464576	TRUE
3.153454855447182e-5	28	NA	0.09924574478464576	0.09924574478464576	TRUE
6.179873379143762e-6	20	NA	7.480821448727766e-4	7.480821448727766e-4	TRUE
1.1991454364347315e-5	17	NA	0.056694139600783275	0.056694139600783275	TRUE
4.655029048931375e-6	11	NA	0.015473706448404883	0.015473706448404883	TRUE
7.912067984643003e-5	59	NA	0.0034679126408276167	0.0034679126408276167	TRUE
1.4746235271022593e-6	9	NA	0.09836775966194591	0.09836775966194591	TRUE
3.8224424906818935e-6	15	NA	0.08625505275051804	0.08625505275051804	TRUE
1.1488964853577023e-5	15	NA	0.026349227845489584	0.026349227845489584	TRUE
0.0013616601631088326	93	NA	0.061996636302015476	0.061996636302015476	TRUE
3.2151285313543764e-5	60	NA	0.0494800770097029	0.0494800770097029	TRUE
1.7136456953393693e-4	67	NA	0.08840634776390126	0.08840634776390126	TRUE
5.511440378833973e-5	70	NA	0.06528500905786812	0.06528500905786812	TRUE
6.6781118325709385e-6	25	NA	0.04151821968877912	0.04151821968877912	TRUE
3.36811058832351e-6	15	NA	0.08625505275051804	0.08625505275051804	TRUE
3.0098350223128814e-6	10	NA	0.040979568975648265	0.040979568975648265	TRUE
6.324343494518996e-5	50	NA	0.08292833017145497	0.08292833017145497	TRUE
1.2786082629257585e-5	42	NA	0.009653716957810143	0.009653716957810143	TRUE
0.002503935496771515	35	NA	0.0915121784756896	0.0915121784756896	TRUE
2.5670781222341898e-6	9	NA	0.09836775966194591	0.09836775966194591	TRUE
9.139237131970945e-6	35	NA	0.010727945415790318	0.010727945415790318	TRUE
2.275898282637664e-4	72	NA	0.03591407816048412	0.03591407816048412	TRUE
7.452623703099424e-5	40	NA	0.0494800770097029	0.0494800770097029	TRUE
7.940418647774888e-6	35	NA	0.034709537499681954	0.034709537499681954	TRUE
3.2348470610458466e-4	83	NA	0.020533311252249734	0.020533311252249734	TRUE
3.839129462974806e-5	48	NA	0.05284470781450132	0.05284470781450132	TRUE
2.0884470779521586e-5	42	NA	0.08020040537762566	0.08020040537762566	TRUE
4.8956489667823e-4	50	NA	0.08292833017145497	0.08292833017145497	TRUE
0.001254510817048613	69	NA	0.052311155467240245	0.052311155467240245	TRUE
8.39071315253825e-4	65	NA	0.05779094997569139	0.05779094997569139	TRUE
3.3860177013243136e-4	45	NA	0.06569118201238534	0.06569118201238534	TRUE
0.039453020025027076	91	NA	0.03301270161196622	0.03301270161196622	TRUE
0.0013952195035569768	48	NA	0.05284470781450132	0.05284470781450132	TRUE
3.388224545128629e-5	51	NA	2.646919576786283e-5	2.646919576786283e-5	TRUE
2.662332673151452e-5	56	NA	0.018148283043708198	0.018148283043708198	TRUE
4.130417492210615e-5	46	NA	0.01025658363638449	0.01025658363638449	TRUE
3.073360399002669e-5	29	NA	0.04905638741434745	0.04905638741434745	TRUE
6.959416406645134e-5	59	NA	0.09830654855711296	0.09830654855711296	TRUE
2.122847626550293e-5	28	NA	0.09924574478464576	0.09924574478464576	TRUE
4.0627526796119445e-5	49	NA	0.024800807177517693	0.024800807177517693	TRUE
4.57913743001023e-5	35	NA	0.0915121784756896	0.0915121784756896	TRUE
1.2423972577674212e-4	34	NA	0.07179598195763877	0.07179598195763877	TRUE
4.08304081663024e-5	39	NA	0.0964459704624045	0.0964459704624045	TRUE
1.077771635292023e-4	33	NA	0.055221644297743074	0.055221644297743074	TRUE
1.3461600277222578e-4	33	NA	0.055221644297743074	0.055221644297743074	TRUE
8.172135150850316e-5	28	NA	0.09924574478464576	0.09924574478464576	TRUE
9.437580836180136e-5	38	NA	0.07673833580893533	0.07673833580893533	TRUE
6.440685299169832e-5	39	NA	0.0964459704624045	0.0964459704624045	TRUE
1.731373557725504e-5	22	NA	0.047214458190036994	0.047214458190036994	TRUE
3.153901132349449e-5	26	NA	0.05711135234430883	0.05711135234430883	TRUE
1.829614655826321e-5	24	NA	0.08821242440418735	0.08821242440418735	TRUE
1.3300709013161876e-5	20	NA	0.07445733658938283	0.07445733658938283	TRUE
4.8556286248097065e-5	45	NA	0.024254612136900323	0.024254612136900323	TRUE
1.908657422137166e-5	36	NA	0.015191410988288747	0.015191410988288747	TRUE
1.801346923516605e-4	34	NA	0.07179598195763877	0.07179598195763877	TRUE
3.17740545566443e-5	34	NA	0.07179598195763877	0.07179598195763877	TRUE
1.0414969660867004e-5	39	NA	0.0964459704624045	0.0964459704624045	TRUE
4.151642537573675e-5	41	NA	0.06350044443711542	0.06350044443711542	TRUE
1.701061299384787e-5	45	NA	0.024254612136900323	0.024254612136900323	TRUE
1.3334217540657427e-5	33	NA	0.018428547887539577	0.018428547887539577	TRUE
6.323528607679063e-5	35	NA	0.034709537499681954	0.034709537499681954	TRUE
7.692646388988461e-5	34	NA	0.07179598195763877	0.07179598195763877	TRUE
3.3282813478434934e-5	31	NA	0.08484859282115319	0.08484859282115319	TRUE
4.7486670605429754e-5	31	NA	0.08484859282115319	0.08484859282115319	TRUE
6.768919233173182e-5	28	NA	0.03591407816048411	0.03591407816048411	TRUE
0.002215376576050604	75	NA	0.005649172755560641	0.005649172755560641	TRUE
5.79700700177408e-4	91	NA	0.03301270161196622	0.03301270161196622	TRUE
5.155385320187197e-4	75	NA	0.022750131948179212	0.022750131948179212	TRUE
4.433388061509831e-4	87	NA	0.06372917464739102	0.06372917464739102	TRUE
4.762562127535736e-4	84	NA	0.027529006614434172	0.027529006614434172	TRUE
6.749777364883962e-6	10	NA	0.040979568975648265	0.040979568975648265	TRUE
0.003326802534423131	82	NA	0.0015590536977788728	0.0015590536977788728	TRUE
1.8101800401030562e-4	44	NA	0.05172562543185711	0.05172562543185711	TRUE
1.5175586116632719e-4	35	NA	0.010727945415790318	0.010727945415790318	TRUE
1.0665762788351755e-4	31	NA	0.008849590003636791	0.008849590003636791	TRUE
4.823779261155879e-6	15	NA	0.08625505275051804	0.08625505275051804	TRUE
3.6922693211238766e-6	10	NA	0.00827513961379285	0.00827513961379285	TRUE
2.1031301766105757e-6	8	NA	0.06343191274963016	0.06343191274963016	TRUE
4.157560547711916e-6	10	NA	0.040979568975648265	0.040979568975648265	TRUE
7.92990871140694e-5	18	NA	1.8151662737559635e-4	1.8151662737559635e-4	TRUE
4.244097279679963e-6	15	NA	0.08625505275051804	0.08625505275051804	TRUE
4.280193517241375e-4	77	NA	0.03725236356246687	0.03725236356246687	TRUE
7.90694822755092e-5	47	NA	0.041354734640553024	0.041354734640553024	TRUE
8.74657102164764e-6	17	NA	0.056694139600783275	0.056694139600783275	TRUE
5.133480446119236e-6	14	NA	0.06122565028238604	0.06122565028238604	TRUE
1.9322283361243167e-5	53	NA	0.06631385790183303	0.06631385790183303	TRUE
1.3979394769446188e-5	14	NA	0.06122565028238604	0.06122565028238604	TRUE
1.8743354245712435e-5	54	NA	0.08224984966655453	0.08224984966655453	TRUE
1.9840438679379543e-6	7	NA	0.036751044231548374	0.036751044231548374	TRUE
0.0029132008821227346	67	NA	0.08840634776390126	0.08840634776390126	TRUE
0.008840785720201881	83	NA	0.020533311252249734	0.020533311252249734	TRUE
1.1101606839312383e-4	80	NA	0.008188200721668181	0.008188200721668181	TRUE
1.5684450381743955e-5	36	NA	0.015191410988288747	0.015191410988288747	TRUE
2.6015257811664033e-5	44	NA	0.05172562543185711	0.05172562543185711	TRUE
1.5159955986283083e-5	20	NA	0.021654071405395985	0.021654071405395985	TRUE
1.3902951357899448e-5	30	NA	0.06528500905786812	0.06528500905786812	TRUE
1.680414384506243e-5	5	NA	0.055694888077067725	0.055694888077067725	TRUE
5.154354090903575e-5	35	NA	0.0915121784756896	0.0915121784756896	TRUE
1.2590119741907099e-5	14	NA	0.01662003734850579	0.01662003734850579	TRUE
2.9534087412538035e-6	10	NA	0.040979568975648265	0.040979568975648265	TRUE
7.176156114071257e-4	73	NA	0.04545715240587846	0.04545715240587846	TRUE
4.256036543438742e-6	11	NA	0.064032944721426	0.064032944721426	TRUE
6.139361078562626e-5	11	NA	0.064032944721426	0.064032944721426	TRUE
1.8631805049789668e-5	9	NA	0.09836775966194591	0.09836775966194591	TRUE
6.2463597539720085e-6	9	NA	0.09836775966194591	0.09836775966194591	TRUE
3.2199433033431635e-6	10	NA	0.00827513961379285	0.00827513961379285	TRUE
1.6940422873416494e-5	20	NA	0.021654071405395985	0.021654071405395985	TRUE
4.7513994747910065e-5	11	NA	0.064032944721426	0.064032944721426	TRUE
3.4068604759567227e-6	9	NA	0.0038882970610302284	0.0038882970610302284	TRUE
1.7694266904686632e-5	17	NA	0.016521400394158392	0.016521400394158392	TRUE
3.590882218101258e-5	23	NA	0.019800530228302103	0.019800530228302103	TRUE
1.3814169479738416e-6	5	NA	0.055694888077067725	0.055694888077067725	TRUE
3.432190790255643e-6	13	NA	0.0413377973819298	0.0413377973819298	TRUE
5.242577187362635e-4	93	NA	0.061996636302015476	0.061996636302015476	TRUE
1.3824655760660682e-4	67	NA	0.009826347635593355	0.009826347635593355	TRUE
7.632332595486883e-6	33	NA	0.018428547887539577	0.018428547887539577	TRUE
7.912037739127811e-5	56	NA	0.05172562543185705	0.05172562543185705	TRUE
4.902848947890412e-6	11	NA	0.002620109731378966	0.002620109731378966	TRUE
2.4337800908058336e-6	11	NA	0.064032944721426	0.064032944721426	TRUE
5.76703725622439e-6	13	NA	0.0413377973819298	0.0413377973819298	TRUE
1.3341431959264242e-5	15	NA	0.08625505275051804	0.08625505275051804	TRUE
4.101547136827355e-6	18	NA	0.0781217881218583	0.0781217881218583	TRUE
8.354732494434814e-5	29	NA	0.003770444393249096	0.003770444393249096	TRUE
2.356204628259853e-5	23	NA	0.019800530228302103	0.019800530228302103	TRUE
2.6736610738424744e-5	26	NA	0.05711135234430883	0.05711135234430883	TRUE
8.116585465910632e-6	13	NA	0.0413377973819298	0.0413377973819298	TRUE
2.6549687064089714e-6	10	NA	0.040979568975648265	0.040979568975648265	TRUE
8.239441965153125e-6	20	NA	0.07445733658938283	0.07445733658938283	TRUE
1.1319356321052211e-5	20	NA	0.07445733658938283	0.07445733658938283	TRUE
7.495384671811207e-4	22	NA	0.047214458190036994	0.047214458190036994	TRUE
2.7695647313674184e-5	20	NA	0.07445733658938283	0.07445733658938283	TRUE
2.667325630477482e-5	22	NA	0.0026560410288466174	0.0026560410288466174	TRUE
3.628428872203096e-5	20	NA	0.07445733658938283	0.07445733658938283	TRUE
1.067906794040523e-5	16	NA	0.03955163473494536	0.03955163473494536	TRUE
1.580227465312431e-5	8	NA	1.0268171968884777e-4	1.0268171968884777e-4	TRUE
4.5078111011664155e-6	15	NA	0.026349227845489584	0.026349227845489584	TRUE
1.7234219956869157e-5	11	NA	0.064032944721426	0.064032944721426	TRUE
2.2780997986588066e-5	24	NA	0.029206656732194164	0.029206656732194164	TRUE
9.541337703306398e-5	14	NA	4.960532547384062e-4	4.960532547384062e-4	TRUE
4.099933514507433e-5	20	NA	7.480821448727766e-4	7.480821448727766e-4	TRUE
1.21805103408416e-5	21	NA	0.007982563587649311	0.007982563587649311	TRUE
2.8066259304818962e-5	27	NA	0.07628636558585265	0.07628636558585265	TRUE
2.2397849253891812e-5	16	NA	0.03955163473494536	0.03955163473494536	TRUE
1.68810640559699e-5	15	NA	0.026349227845489584	0.026349227845489584	TRUE
1.381015199438712e-6	3	NA	0.08379715522572667	0.08379715522572667	TRUE
6.447501074782744e-6	7	NA	4.449116320083019e-4	4.449116320083019e-4	TRUE
2.644294287528381e-5	33	NA	0.055221644297743074	0.055221644297743074	TRUE
1.1403753541584241e-5	26	NA	0.01760250165846421	0.01760250165846421	TRUE
1.8541042808542948e-6	9	NA	0.0038882970610302284	0.0038882970610302284	TRUE
8.318299358902402e-6	19	NA	0.0022058215578555154	0.0022058215578555154	TRUE
